,data_set,np_seed,tf_seed,serialized_model,kernels_per_layer,rectifier,kernel_init,conv_kernel_sizes,conv_strides,dropout_rates,pool_sizes,pool_strides,train_batch_size,epochs,q_train_size,ignore_layers,retrain_tries,retrain_init,bits,analog_test_acc,sd_test_acc,msq_test_acc
2020-06-12_15:34:45.603699,mnist,0,0,Sequential2020-06-12_15:34:45.603731,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.933899998664856,0.38960000872612,0.35359999537467957
2020-06-12_15:35:36.440701,mnist,0,0,Sequential2020-06-12_15:35:36.440733,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9340999722480774,0.4194999933242798,0.3321000039577484
2020-06-12_15:36:04.964759,mnist,0,0,Sequential2020-06-12_15:36:04.964792,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9093000292778015,0.3334999978542328,0.19009999930858612
2020-06-12_15:36:33.587052,mnist,0,0,Sequential2020-06-12_15:36:33.587084,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9093000292778015,0.3700999915599823,0.21770000457763672
2020-06-12_15:37:01.468763,mnist,0,0,Sequential2020-06-12_15:37:01.468793,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9093000292778015,0.3767000138759613,0.19009999930858612
2020-06-12_15:37:54.055003,mnist,0,0,Sequential2020-06-12_15:37:54.055034,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9355999827384949,0.2854999899864197,0.31150001287460327
2020-06-12_15:38:46.848930,mnist,0,0,Sequential2020-06-12_15:38:46.848962,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9347000122070312,0.27250000834465027,0.3100999891757965
2020-06-12_15:39:39.508361,mnist,0,0,Sequential2020-06-12_15:39:39.508393,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9366000294685364,0.29789999127388,0.295199990272522
2020-06-12_15:40:08.145343,mnist,0,0,Sequential2020-06-12_15:40:08.145374,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.8898000121116638,0.3107999861240387,0.1890999972820282
2020-06-12_15:40:35.915068,mnist,0,0,Sequential2020-06-12_15:40:35.915100,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.8898000121116638,0.3147999942302704,0.2946000099182129
2020-06-12_15:41:05.782184,mnist,0,0,Sequential2020-06-12_15:41:05.782215,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.8898000121116638,0.311599999666214,0.30399999022483826
2020-06-12_15:41:58.154742,mnist,0,0,Sequential2020-06-12_15:41:58.154774,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9082000255584717,0.3395000100135803,0.2799000144004822
2020-06-12_15:42:52.718097,mnist,0,0,Sequential2020-06-12_15:42:52.718130,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9133999943733215,0.43320000171661377,0.2786000072956085
2020-06-12_15:43:45.338705,mnist,0,0,Sequential2020-06-12_15:43:45.338736,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9156000018119812,0.42170000076293945,0.26759999990463257
2020-06-12_15:44:12.040688,mnist,0,0,Sequential2020-06-12_15:44:12.040720,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.8680999875068665,0.3370000123977661,0.2752000093460083
2020-06-12_15:44:38.755230,mnist,0,0,Sequential2020-06-12_15:44:38.755260,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.8680999875068665,0.33070001006126404,0.2046000063419342
2020-06-12_15:45:05.489583,mnist,0,0,Sequential2020-06-12_15:45:05.489614,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.8680999875068665,0.32199999690055847,0.2094999998807907
2020-06-12_15:45:57.266353,mnist,0,0,Sequential2020-06-12_15:45:57.266384,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.8888999819755554,0.3228999972343445,0.25189998745918274
2020-06-12_15:46:47.939795,mnist,0,0,Sequential2020-06-12_15:46:47.939827,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.8898000121116638,0.31470000743865967,0.20069999992847443
2020-06-12_15:47:38.138208,mnist,0,0,Sequential2020-06-12_15:47:38.138240,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.892799973487854,0.32179999351501465,0.18559999763965607
2020-06-12_15:48:20.885159,mnist,0,0,Sequential2020-06-12_15:48:20.885190,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9779000282287598,0.4519999921321869,0.2578999996185303
2020-06-12_15:49:04.785626,mnist,0,0,Sequential2020-06-12_15:49:04.785657,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9779000282287598,0.40880000591278076,0.36149999499320984
2020-06-12_15:49:47.159090,mnist,0,0,Sequential2020-06-12_15:49:47.159121,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9779000282287598,0.4058000147342682,0.37929999828338623
2020-06-12_15:51:22.097971,mnist,0,0,Sequential2020-06-12_15:51:22.098002,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9782000184059143,0.48890000581741333,0.5095000267028809
2020-06-12_15:53:08.297061,mnist,0,0,Sequential2020-06-12_15:53:08.297092,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9775999784469604,0.5067999958992004,0.5078999996185303
2020-06-12_15:54:31.486850,mnist,0,0,Sequential2020-06-12_15:54:31.486881,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9785000085830688,0.6150000095367432,0.5514000058174133
2020-06-12_15:55:15.593389,mnist,0,0,Sequential2020-06-12_15:55:15.593420,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.974399983882904,0.578000009059906,0.42100000381469727
2020-06-12_15:56:03.373930,mnist,0,0,Sequential2020-06-12_15:56:03.373963,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.974399983882904,0.6150000095367432,0.5913000106811523
2020-06-12_15:56:51.953800,mnist,0,0,Sequential2020-06-12_15:56:51.953831,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.974399983882904,0.6177999973297119,0.5841000080108643
2020-06-12_15:58:23.589788,mnist,0,0,Sequential2020-06-12_15:58:23.589819,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9778000116348267,0.6534000039100647,0.2874000072479248
2020-06-12_15:59:50.568138,mnist,0,0,Sequential2020-06-12_15:59:50.568169,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9787999987602234,0.8136000037193298,0.1526000052690506
2020-06-12_16:01:25.791600,mnist,0,0,Sequential2020-06-12_16:01:25.791632,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9785000085830688,0.8518000245094299,0.19920000433921814
2020-06-12_16:02:11.927491,mnist,0,0,Sequential2020-06-12_16:02:11.927523,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9696000218391418,0.6766999959945679,0.2572000026702881
2020-06-12_16:02:57.880020,mnist,0,0,Sequential2020-06-12_16:02:57.880051,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9696000218391418,0.7240999937057495,0.30219998955726624
2020-06-12_16:03:39.909130,mnist,0,0,Sequential2020-06-12_16:03:39.909163,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9696000218391418,0.723800003528595,0.29760000109672546
2020-06-12_16:05:01.463228,mnist,0,0,Sequential2020-06-12_16:05:01.463259,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9749000072479248,0.72079998254776,0.35929998755455017
2020-06-12_16:06:32.184661,mnist,0,0,Sequential2020-06-12_16:06:32.184693,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9750999808311462,0.7067999839782715,0.49480000138282776
2020-06-12_16:07:53.720461,mnist,0,0,Sequential2020-06-12_16:07:53.720493,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9764999747276306,0.6761000156402588,0.41839998960494995
2020-06-12_16:08:37.007180,mnist,0,0,Sequential2020-06-12_16:08:37.007212,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9743000268936157,0.5861999988555908,0.39879998564720154
2020-06-12_16:09:18.014053,mnist,0,0,Sequential2020-06-12_16:09:18.014084,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9743000268936157,0.6299999952316284,0.34119999408721924
2020-06-12_16:09:59.022936,mnist,0,0,Sequential2020-06-12_16:09:59.022965,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9743000268936157,0.6150000095367432,0.33959999680519104
2020-06-12_16:11:26.672060,mnist,0,0,Sequential2020-06-12_16:11:26.672091,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9761000275611877,0.7049999833106995,0.32269999384880066
2020-06-12_16:12:49.691879,mnist,0,0,Sequential2020-06-12_16:12:49.691909,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.974399983882904,0.6488999724388123,0.4787999987602234
2020-06-12_16:14:14.724728,mnist,0,0,Sequential2020-06-12_16:14:14.724759,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.975600004196167,0.6341999769210815,0.4068000018596649
2020-06-12_16:14:59.608073,mnist,0,0,Sequential2020-06-12_16:14:59.608105,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9692999720573425,0.7038000226020813,0.5771999955177307
2020-06-12_16:15:43.077642,mnist,0,0,Sequential2020-06-12_16:15:43.077673,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9692999720573425,0.7146999835968018,0.5734999775886536
2020-06-12_16:16:28.617938,mnist,0,0,Sequential2020-06-12_16:16:28.617970,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9692999720573425,0.708899974822998,0.5824000239372253
2020-06-12_16:17:51.876153,mnist,0,0,Sequential2020-06-12_16:17:51.876186,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.972100019454956,0.7175999879837036,0.4844000041484833
2020-06-12_16:19:14.852638,mnist,0,0,Sequential2020-06-12_16:19:14.852669,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9732999801635742,0.8652999997138977,0.41019999980926514
2020-06-12_16:20:36.202584,mnist,0,0,Sequential2020-06-12_16:20:36.202615,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.973800003528595,0.8149999976158142,0.38370001316070557
2020-06-12_16:21:16.905994,mnist,0,0,Sequential2020-06-12_16:21:16.906024,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9643999934196472,0.5644000172615051,0.3174000084400177
2020-06-12_16:21:59.548098,mnist,0,0,Sequential2020-06-12_16:21:59.548129,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9643999934196472,0.6672000288963318,0.26019999384880066
2020-06-12_16:22:41.329098,mnist,0,0,Sequential2020-06-12_16:22:41.329129,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9643999934196472,0.6725999712944031,0.2655999958515167
2020-06-12_16:23:59.289608,mnist,0,0,Sequential2020-06-12_16:23:59.289640,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9695000052452087,0.801800012588501,0.3481000065803528
2020-06-12_16:25:19.279702,mnist,0,0,Sequential2020-06-12_16:25:19.279733,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.968500018119812,0.791100025177002,0.41440001130104065
2020-06-12_16:26:48.824060,mnist,0,0,Sequential2020-06-12_16:26:48.824095,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.967199981212616,0.7763000130653381,0.4296000003814697
2020-06-12_16:27:39.197301,mnist,0,0,Sequential2020-06-12_16:27:39.197333,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.968500018119812,0.45509999990463257,0.43320000171661377
2020-06-12_16:28:30.132973,mnist,0,0,Sequential2020-06-12_16:28:30.133004,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.968500018119812,0.5090000033378601,0.513700008392334
2020-06-12_16:29:18.567651,mnist,0,0,Sequential2020-06-12_16:29:18.567683,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.968500018119812,0.5407999753952026,0.5159000158309937
2020-06-12_16:30:50.513686,mnist,0,0,Sequential2020-06-12_16:30:50.513719,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9670000076293945,0.4553000032901764,0.44510000944137573
2020-06-12_16:32:21.059002,mnist,0,0,Sequential2020-06-12_16:32:21.059033,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9693999886512756,0.5958999991416931,0.3634999990463257
2020-06-12_16:33:46.961087,mnist,0,0,Sequential2020-06-12_16:33:46.961118,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9700000286102295,0.5841000080108643,0.3206999897956848
2020-06-12_16:34:36.999630,mnist,0,0,Sequential2020-06-12_16:34:36.999663,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.960099995136261,0.7828999757766724,0.5867999792098999
2020-06-12_16:35:28.270268,mnist,0,0,Sequential2020-06-12_16:35:28.270300,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.960099995136261,0.779699981212616,0.5552999973297119
2020-06-12_16:36:18.440249,mnist,0,0,Sequential2020-06-12_16:36:18.440280,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.960099995136261,0.7918000221252441,0.5805000066757202
2020-06-12_16:37:54.416020,mnist,0,0,Sequential2020-06-12_16:37:54.416054,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9675999879837036,0.8246999979019165,0.5622000098228455
2020-06-12_16:39:32.215217,mnist,0,0,Sequential2020-06-12_16:39:32.215248,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9679999947547913,0.7746999859809875,0.6407999992370605
2020-06-12_16:41:12.055519,mnist,0,0,Sequential2020-06-12_16:41:12.055553,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.96670001745224,0.7519999742507935,0.6190999746322632
2020-06-12_16:42:02.618159,mnist,0,0,Sequential2020-06-12_16:42:02.618189,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9526000022888184,0.816100001335144,0.41940000653266907
2020-06-12_16:42:53.169266,mnist,0,0,Sequential2020-06-12_16:42:53.169298,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9526000022888184,0.8514999747276306,0.35040000081062317
2020-06-12_16:43:43.538457,mnist,0,0,Sequential2020-06-12_16:43:43.538490,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9526000022888184,0.8461999893188477,0.3181000053882599
2020-06-12_16:45:21.046694,mnist,0,0,Sequential2020-06-12_16:45:21.046727,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9589999914169312,0.820900022983551,0.4860000014305115
2020-06-12_16:46:59.217872,mnist,0,0,Sequential2020-06-12_16:46:59.217931,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9592000246047974,0.8489000201225281,0.46779999136924744
2020-06-12_16:48:36.135058,mnist,0,0,Sequential2020-06-12_16:48:36.135088,"(32, 16)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9588000178337097,0.8446000218391418,0.44110000133514404
2020-06-12_16:49:28.623463,mnist,0,0,Sequential2020-06-12_16:49:28.623494,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9764999747276306,0.46860000491142273,0.42329999804496765
2020-06-12_16:50:21.836261,mnist,0,0,Sequential2020-06-12_16:50:21.836294,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9764999747276306,0.39340001344680786,0.47909998893737793
2020-06-12_16:51:17.010393,mnist,0,0,Sequential2020-06-12_16:51:17.010423,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9764999747276306,0.4129999876022339,0.48350000381469727
2020-06-12_16:52:55.635755,mnist,0,0,Sequential2020-06-12_16:52:55.635787,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9776999950408936,0.3797000050544739,0.48829999566078186
2020-06-12_16:54:41.452883,mnist,0,0,Sequential2020-06-12_16:54:41.452915,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9797999858856201,0.6032999753952026,0.26510000228881836
2020-06-12_16:56:32.707752,mnist,0,0,Sequential2020-06-12_16:56:32.707786,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9775999784469604,0.5103999972343445,0.29019999504089355
2020-06-12_16:57:38.306464,mnist,0,0,Sequential2020-06-12_16:57:38.306519,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9746000170707703,0.6399999856948853,0.3199999928474426
2020-06-12_16:58:46.648316,mnist,0,0,Sequential2020-06-12_16:58:46.648358,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9746000170707703,0.6995000243186951,0.4390000104904175
2020-06-12_16:59:53.034193,mnist,0,0,Sequential2020-06-12_16:59:53.034227,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9746000170707703,0.6912000179290771,0.4388999938964844
2020-06-12_17:02:06.318929,mnist,0,0,Sequential2020-06-12_17:02:06.318960,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9790999889373779,0.5543000102043152,0.4717999994754791
2020-06-12_17:04:19.613435,mnist,0,0,Sequential2020-06-12_17:04:19.613469,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9787999987602234,0.7287999987602234,0.3571999967098236
2020-06-12_17:06:29.288538,mnist,0,0,Sequential2020-06-12_17:06:29.288573,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.979200005531311,0.7177000045776367,0.352400004863739
2020-06-12_17:07:35.601557,mnist,0,0,Sequential2020-06-12_17:07:35.601615,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9679999947547913,0.515500009059906,0.34450000524520874
2020-06-12_17:08:42.747247,mnist,0,0,Sequential2020-06-12_17:08:42.747304,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9679999947547913,0.46779999136924744,0.5412999987602234
2020-06-12_17:09:50.685317,mnist,0,0,Sequential2020-06-12_17:09:50.685349,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9679999947547913,0.4453999996185303,0.5450000166893005
2020-06-12_17:11:43.736753,mnist,0,0,Sequential2020-06-12_17:11:43.736787,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9706000089645386,0.4869999885559082,0.4839000105857849
2020-06-12_17:13:31.421663,mnist,0,0,Sequential2020-06-12_17:13:31.421726,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9721999764442444,0.54339998960495,0.5702000260353088
2020-06-12_17:15:20.179085,mnist,0,0,Sequential2020-06-12_17:15:20.179118,"(32, 16)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9735000133514404,0.5885999798774719,0.5097000002861023
